state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,renew_offer_type,sales_channel,vehicle_class,vehicle_size
Arizona,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,4,Call Center,Four-Door Car,Small
Oregon,No,Extended,Undergraduate,Unemployed,M,Suburban,Single,Corporate Auto,1,Branch,Luxury,Medsize
California,No,Basic,Postgraduate,Employed,M,Suburban,Married,Personal Auto,1,Call Center,Four-Door Car,Medsize
Arizona,No,Premium,High School or Below,Retired,F,Suburban,Single,Personal Auto,3,Web,Two-Door Car,Medsize
Nevada,No,Basic,Undergraduate,Employed,F,Suburban,Single,Personal Auto,1,Call Center,Two-Door Car,Medsize
Arizona,No,Basic,Postgraduate,Employed,M,Suburban,Single,Personal Auto,1,Call Center,SUV,Medsize
Washington,Yes,Basic,Undergraduate,Retired,F,Suburban,Single,Personal Auto,1,Agent,SUV,Small
Oregon,No,Extended,Undergraduate,Employed,M,Urban,Married,Personal Auto,4,Call Center,Four-Door Car,Large
Nevada,Yes,Extended,High School or Below,Retired,M,Suburban,Single,Personal Auto,2,Agent,SUV,Medsize
Oregon,No,Extended,Undergraduate,Employed,F,Urban,Married,Personal Auto,1,Agent,SUV,Medsize
California,No,Basic,Postgraduate,Employed,F,Urban,Married,Personal Auto,2,Call Center,Two-Door Car,Small
Washington,No,Extended,Undergraduate,Employed,M,Suburban,Married,Personal Auto,3,Branch,Four-Door Car,Medsize
Oregon,No,Basic,Undergraduate,Employed,F,Rural,Single,Corporate Auto,1,Agent,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Unemployed,M,Suburban,Married,Personal Auto,1,Agent,Four-Door Car,Small
California,No,Basic,Undergraduate,Employed,F,Rural,Married,Personal Auto,1,Web,Four-Door Car,Medsize
Arizona,No,Basic,Undergraduate,Medical Leave,F,Suburban,Single,Personal Auto,1,Web,Four-Door Car,Medsize
Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,2,Agent,Four-Door Car,Medsize
California,No,Extended,Undergraduate,Employed,M,Suburban,Married,Personal Auto,1,Agent,Four-Door Car,Small
Oregon,No,Basic,Undergraduate,Medical Leave,M,Rural,Married,Corporate Auto,1,Web,Four-Door Car,Medsize
Arizona,No,Extended,Postgraduate,Employed,F,Rural,Single,Corporate Auto,2,Call Center,Four-Door Car,Medsize
Arizona,No,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,1,Agent,Two-Door Car,Small
California,No,Extended,Undergraduate,Employed,M,Rural,Married,Corporate Auto,4,Agent,Four-Door Car,Medsize
Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,2,Call Center,Luxury,Medsize
Nevada,No,Basic,Postgraduate,Medical Leave,F,Rural,Married,Personal Auto,1,Call Center,Two-Door Car,Medsize
Washington,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,1,Branch,SUV,Medsize
Oregon,No,Premium,High School or Below,Employed,M,Suburban,Married,Personal Auto,4,Call Center,Four-Door Car,Medsize
Arizona,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,1,Agent,Luxury,Small
Washington,No,Extended,Undergraduate,Employed,F,Suburban,Married,Personal Auto,2,Agent,SUV,Medsize
Oregon,No,Basic,Postgraduate,Disabled,M,Rural,Married,Special Auto,1,Web,Two-Door Car,Medsize
Arizona,No,Premium,Undergraduate,Employed,M,Suburban,Single,Corporate Auto,1,Branch,Four-Door Car,Medsize
Arizona,No,Premium,High School or Below,Employed,F,Rural,Married,Personal Auto,3,Agent,Four-Door Car,Medsize
California,No,Extended,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,3,Branch,Two-Door Car,Medsize
Oregon,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,2,Branch,Two-Door Car,Medsize
Nevada,No,Extended,Undergraduate,Unemployed,M,Urban,Single,Personal Auto,1,Web,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Unemployed,M,Suburban,Married,Personal Auto,4,Web,Two-Door Car,Medsize
Nevada,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,1,Agent,Four-Door Car,Small
Washington,No,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,1,Agent,Two-Door Car,Medsize
Washington,No,Premium,Undergraduate,Employed,M,Rural,Single,Personal Auto,1,Branch,Two-Door Car,Medsize
Arizona,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,2,Call Center,Four-Door Car,Medsize
Arizona,No,Basic,Undergraduate,Employed,F,Suburban,Married,Corporate Auto,1,Call Center,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,1,Agent,Four-Door Car,Medsize
California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,1,Agent,Luxury,Medsize
Washington,No,Basic,Undergraduate,Employed,M,Urban,Married,Personal Auto,2,Call Center,Four-Door Car,Large
Oregon,No,Premium,Undergraduate,Employed,F,Suburban,Married,Personal Auto,3,Branch,Four-Door Car,Medsize
California,No,Extended,High School or Below,Employed,M,Urban,Married,Personal Auto,4,Agent,Four-Door Car,Large
Oregon,No,Extended,Postgraduate,Employed,M,Rural,Married,Personal Auto,1,Branch,Luxury,Medsize
Arizona,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Corporate Auto,3,Web,Four-Door Car,Small
Oregon,No,Premium,High School or Below,Disabled,F,Rural,Married,Personal Auto,1,Call Center,Two-Door Car,Large
Arizona,No,Basic,Postgraduate,Employed,M,Rural,Single,Special Auto,2,Branch,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,1,Agent,SUV,Medsize
Washington,No,Basic,Undergraduate,Unemployed,F,Rural,Married,Special Auto,2,Branch,Four-Door Car,Medsize
Arizona,No,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,2,Branch,Four-Door Car,Small
Oregon,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,3,Web,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,2,Agent,Four-Door Car,Medsize
Nevada,No,Basic,Undergraduate,Employed,M,Rural,Married,Corporate Auto,4,Web,Four-Door Car,Medsize
Oregon,Yes,Basic,High School or Below,Retired,M,Suburban,Married,Personal Auto,1,Web,Luxury,Medsize
Washington,No,Basic,Undergraduate,Employed,F,Rural,Married,Personal Auto,1,Agent,SUV,Small
Oregon,No,Extended,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,1,Call Center,Four-Door Car,Medsize
Washington,Yes,Basic,Undergraduate,Unemployed,F,Suburban,Single,Corporate Auto,1,Agent,SUV,Medsize
California,No,Basic,Undergraduate,Unemployed,M,Suburban,Married,Corporate Auto,2,Call Center,SUV,Medsize
Oregon,No,Extended,Undergraduate,Employed,M,Urban,Single,Personal Auto,3,Web,SUV,Medsize
Oregon,Yes,Premium,Undergraduate,Employed,F,Rural,Single,Personal Auto,2,Agent,Four-Door Car,Medsize
California,Yes,Basic,Undergraduate,Employed,F,Suburban,Married,Corporate Auto,2,Call Center,Four-Door Car,Small
Oregon,No,Basic,Undergraduate,Employed,M,Rural,Married,Personal Auto,1,Agent,Four-Door Car,Small
Oregon,Yes,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,1,Agent,SUV,Medsize
California,No,Basic,High School or Below,Employed,M,Rural,Married,Corporate Auto,4,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Postgraduate,Employed,F,Urban,Married,Personal Auto,3,Call Center,SUV,Small
Oregon,No,Premium,Postgraduate,Employed,F,Suburban,Single,Corporate Auto,1,Branch,Four-Door Car,Medsize
Oregon,No,Premium,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,3,Branch,SUV,Medsize
Oregon,No,Extended,Undergraduate,Employed,F,Rural,Married,Corporate Auto,3,Call Center,SUV,Medsize
California,No,Extended,Undergraduate,Employed,F,Suburban,Married,Personal Auto,2,Agent,Two-Door Car,Small
California,No,Extended,Undergraduate,Employed,F,Suburban,Single,Personal Auto,3,Call Center,SUV,Medsize
California,Yes,Basic,Postgraduate,Employed,F,Rural,Married,Personal Auto,2,Web,Four-Door Car,Large
Arizona,No,Basic,Undergraduate,Employed,F,Rural,Married,Corporate Auto,4,Agent,SUV,Small
Arizona,Yes,Basic,Postgraduate,Employed,F,Urban,Married,Personal Auto,2,Branch,Four-Door Car,Medsize
Oregon,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Corporate Auto,1,Branch,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,2,Call Center,Four-Door Car,Medsize
California,No,Extended,Undergraduate,Employed,M,Suburban,Married,Personal Auto,4,Branch,Four-Door Car,Medsize
California,Yes,Basic,Undergraduate,Unemployed,M,Suburban,Married,Personal Auto,1,Branch,SUV,Medsize
Nevada,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,2,Web,Four-Door Car,Small
Nevada,No,Basic,Undergraduate,Employed,F,Rural,Married,Corporate Auto,2,Web,Four-Door Car,Medsize
Oregon,No,Basic,Undergraduate,Employed,F,Urban,Single,Personal Auto,2,Agent,Four-Door Car,Medsize
California,No,Extended,Undergraduate,Employed,M,Suburban,Single,Personal Auto,1,Call Center,Two-Door Car,Medsize
California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,2,Agent,Four-Door Car,Medsize
California,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate Auto,3,Web,SUV,Medsize
California,No,Basic,Undergraduate,Employed,F,Suburban,Single,Personal Auto,1,Agent,Two-Door Car,Medsize
Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,4,Call Center,Four-Door Car,Medsize
Arizona,No,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,1,Call Center,Four-Door Car,Small
Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,1,Call Center,Two-Door Car,Medsize
California,No,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,1,Agent,Four-Door Car,Large
California,No,Basic,Undergraduate,Employed,M,Rural,Married,Corporate Auto,4,Call Center,Four-Door Car,Medsize
Arizona,No,Basic,Undergraduate,Unemployed,F,Rural,Married,Personal Auto,1,Web,Four-Door Car,Medsize
California,No,Extended,Undergraduate,Employed,M,Rural,Married,Personal Auto,4,Branch,Two-Door Car,Medsize
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,3,Branch,SUV,Medsize
California,No,Premium,High School or Below,Employed,M,Suburban,Married,Personal Auto,4,Call Center,SUV,Small
Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,1,Branch,Four-Door Car,Medsize
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,2,Web,Four-Door Car,Medsize
California,Yes,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,2,Call Center,Four-Door Car,Medsize
Nevada,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,2,Branch,Four-Door Car,Large
Oregon,No,Basic,High School or Below,Medical Leave,M,Suburban,Married,Personal Auto,1,Agent,Four-Door Car,Medsize
Washington,No,Basic,Postgraduate,Disabled,M,Urban,Single,Personal Auto,4,Web,Four-Door Car,Medsize
Nevada,No,Extended,Undergraduate,Employed,F,Rural,Married,Personal Auto,1,Call Center,Four-Door Car,Medsize
Oregon,No,Extended,Undergraduate,Employed,F,Suburban,Married,Corporate Auto,4,Agent,Four-Door Car,Medsize
California,No,Premium,Undergraduate,Disabled,F,Rural,Married,Personal Auto,1,Agent,Four-Door Car,Medsize
Arizona,No,Basic,Undergraduate,Employed,F,Urban,Married,Corporate Auto,2,Branch,Four-Door Car,Medsize
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,1,Call Center,Four-Door Car,Small
Washington,No,Basic,Postgraduate,Employed,F,Rural,Married,Personal Auto,2,Web,Two-Door Car,Medsize
Washington,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,4,Branch,Four-Door Car,Large
California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,2,Branch,Two-Door Car,Small
Oregon,No,Basic,Postgraduate,Employed,F,Urban,Single,Personal Auto,2,Branch,SUV,Medsize
California,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,1,Agent,SUV,Medsize
Nevada,No,Basic,Undergraduate,Employed,F,Suburban,Single,Personal Auto,1,Agent,Four-Door Car,Medsize
California,No,Basic,Postgraduate,Employed,M,Suburban,Married,Personal Auto,4,Call Center,Four-Door Car,Small
Nevada,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,3,Call Center,Four-Door Car,Medsize
Arizona,Yes,Extended,Undergraduate,Unemployed,F,Suburban,Married,Personal Auto,2,Agent,Four-Door Car,Small
California,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,2,Agent,Luxury,Large
Oregon,Yes,Basic,Undergraduate,Medical Leave,M,Suburban,Single,Personal Auto,1,Agent,Four-Door Car,Medsize
California,No,Basic,High School or Below,Medical Leave,M,Suburban,Married,Special Auto,1,Branch,Four-Door Car,Large
Arizona,No,Extended,Undergraduate,Employed,M,Suburban,Single,Corporate Auto,1,Call Center,Four-Door Car,Small
California,No,Premium,Undergraduate,Employed,F,Urban,Single,Personal Auto,2,Call Center,SUV,Small
California,Yes,Basic,Undergraduate,Medical Leave,F,Suburban,Married,Corporate Auto,2,Call Center,Four-Door Car,Medsize
Oregon,No,Basic,Undergraduate,Employed,F,Rural,Married,Personal Auto,2,Web,Four-Door Car,Medsize
Oregon,Yes,Extended,Postgraduate,Employed,F,Rural,Married,Corporate Auto,1,Branch,Four-Door Car,Large
California,Yes,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,2,Call Center,Two-Door Car,Medsize
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,1,Branch,Luxury,Medsize
Arizona,No,Basic,Undergraduate,Disabled,M,Suburban,Single,Corporate Auto,1,Agent,Four-Door Car,Medsize
California,Yes,Basic,Undergraduate,Employed,F,Suburban,Single,Personal Auto,1,Web,SUV,Medsize
Oregon,No,Basic,Postgraduate,Employed,F,Rural,Married,Personal Auto,2,Branch,Two-Door Car,Medsize
Arizona,No,Extended,Undergraduate,Employed,M,Rural,Married,Special Auto,1,Agent,SUV,Small
California,No,Basic,High School or Below,Disabled,F,Suburban,Married,Personal Auto,4,Web,SUV,Medsize
California,No,Premium,Undergraduate,Employed,F,Suburban,Married,Personal Auto,4,Branch,SUV,Medsize
Nevada,No,Basic,High School or Below,Retired,F,Suburban,Single,Personal Auto,2,Agent,Two-Door Car,Medsize
California,Yes,Extended,Undergraduate,Employed,F,Suburban,Single,Corporate Auto,1,Branch,Four-Door Car,Medsize
Arizona,No,Extended,Undergraduate,Employed,M,Urban,Married,Personal Auto,2,Call Center,Four-Door Car,Medsize
Arizona,Yes,Basic,Undergraduate,Employed,F,Urban,Married,Special Auto,2,Agent,Four-Door Car,Medsize
Washington,No,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,2,Web,Two-Door Car,Medsize
Arizona,No,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,4,Call Center,SUV,Small
Washington,No,Premium,Postgraduate,Employed,M,Suburban,Married,Personal Auto,1,Call Center,Two-Door Car,Small
Oregon,No,Basic,Undergraduate,Employed,F,Suburban,Single,Personal Auto,3,Agent,SUV,Medsize
Washington,No,Basic,High School or Below,Employed,F,Urban,Married,Corporate Auto,1,Branch,Two-Door Car,Medsize
Oregon,No,Extended,Undergraduate,Disabled,M,Urban,Single,Personal Auto,1,Branch,Four-Door Car,Medsize
California,Yes,Basic,Undergraduate,Retired,M,Suburban,Married,Personal Auto,2,Agent,Luxury,Medsize
California,No,Basic,Postgraduate,Employed,F,Rural,Single,Personal Auto,2,Branch,Four-Door Car,Medsize
California,No,Basic,Postgraduate,Employed,M,Urban,Married,Personal Auto,2,Branch,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Employed,M,Rural,Married,Corporate Auto,2,Agent,Four-Door Car,Large
California,No,Extended,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,1,Agent,Four-Door Car,Small
Nevada,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,1,Agent,Two-Door Car,Medsize
Washington,No,Premium,Undergraduate,Employed,F,Rural,Single,Corporate Auto,1,Call Center,Four-Door Car,Medsize
Oregon,No,Extended,High School or Below,Employed,M,Suburban,Single,Corporate Auto,3,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Undergraduate,Employed,M,Rural,Single,Personal Auto,3,Agent,Two-Door Car,Small
Arizona,No,Basic,Undergraduate,Employed,F,Urban,Married,Corporate Auto,1,Agent,SUV,Small
Nevada,Yes,Premium,High School or Below,Employed,F,Suburban,Single,Personal Auto,1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,4,Agent,Four-Door Car,Medsize
Washington,Yes,Basic,Undergraduate,Employed,M,Suburban,Single,Personal Auto,1,Agent,Four-Door Car,Medsize
Washington,No,Extended,Undergraduate,Medical Leave,F,Suburban,Single,Corporate Auto,1,Branch,SUV,Medsize
Oregon,No,Extended,Undergraduate,Unemployed,M,Suburban,Single,Special Auto,1,Web,Four-Door Car,Medsize
Arizona,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,4,Call Center,Four-Door Car,Medsize
Nevada,No,Extended,Undergraduate,Employed,F,Rural,Married,Personal Auto,1,Agent,Luxury,Small
California,No,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,3,Call Center,SUV,Medsize
Oregon,No,Basic,High School or Below,Employed,M,Rural,Single,Corporate Auto,2,Web,Four-Door Car,Medsize
California,No,Basic,Postgraduate,Unemployed,F,Suburban,Married,Personal Auto,1,Call Center,Luxury,Large
Arizona,Yes,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,2,Agent,Luxury,Medsize
California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,3,Agent,Luxury,Large
Oregon,No,Premium,Undergraduate,Employed,M,Urban,Married,Personal Auto,3,Call Center,SUV,Medsize
California,No,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Postgraduate,Employed,F,Suburban,Married,Corporate Auto,4,Branch,Four-Door Car,Medsize
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,3,Branch,Two-Door Car,Medsize
Arizona,Yes,Extended,Undergraduate,Retired,F,Suburban,Single,Personal Auto,1,Branch,Four-Door Car,Medsize
Oregon,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Special Auto,1,Agent,Luxury,Medsize
Washington,No,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,1,Call Center,Four-Door Car,Medsize
Oregon,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Corporate Auto,1,Call Center,Four-Door Car,Medsize
Nevada,No,Basic,Undergraduate,Medical Leave,M,Suburban,Married,Personal Auto,2,Web,Luxury,Large
Oregon,No,Basic,Postgraduate,Employed,M,Suburban,Married,Personal Auto,4,Agent,SUV,Medsize
Oregon,No,Extended,Undergraduate,Unemployed,M,Suburban,Married,Personal Auto,2,Agent,Luxury,Medsize
Oregon,No,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,3,Agent,Four-Door Car,Small
Arizona,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,1,Agent,Luxury,Small
Oregon,No,Basic,Undergraduate,Employed,F,Rural,Married,Personal Auto,3,Branch,Two-Door Car,Medsize
Oregon,No,Premium,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,3,Agent,Four-Door Car,Medsize
California,No,Extended,Undergraduate,Employed,M,Rural,Married,Personal Auto,1,Call Center,Luxury,Small
Arizona,No,Extended,Postgraduate,Employed,F,Urban,Married,Personal Auto,2,Branch,SUV,Medsize
Oregon,No,Basic,Postgraduate,Employed,M,Urban,Married,Personal Auto,4,Agent,Two-Door Car,Medsize
Oregon,Yes,Extended,High School or Below,Retired,M,Suburban,Single,Corporate Auto,2,Agent,SUV,Medsize
Oregon,No,Premium,High School or Below,Employed,M,Suburban,Married,Corporate Auto,1,Agent,SUV,Medsize
